stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
58,50058,NB MACDONALD ST FS W 12 AV,MACDONALD ST @ W 12 AV,49.261657,-123.168129,1, ,0, 
59,50059,NB MACDONALD ST FS W 10 AV,MACDONALD ST @ W 10 AV,49.263499,-123.168061,1, ,0, 
60,50060,NB MACDONALD ST FS W BROADWAY,MACDONALD ST @ W BROADWAY,49.264355,-123.168108,1, ,0, 
61,50061,NB MACDONALD ST FS W 7 AV,MACDONALD ST @ W 7 AV,49.266087,-123.168243,1, ,0, 
62,50062,NB MACDONALD ST FS W 5 AV,MACDONALD ST @ W 5 AV,49.267737,-123.168174,1, ,0, 
63,50063,NB MACDONALD ST FS W 4 AV,MACDONALD ST @ W 4 AV,49.268658,-123.168140,1, ,0, 
64,50064,NB MACDONALD ST FS W 2 AV,MACDONALD ST @ W 2 AV,49.270417,-123.168085,1, ,0, 
65,50065,EB POINT GREY RD FS STEPHENS ST,POINT GREY RD @ STEPHENS ST,49.272293,-123.165795,1, ,0, 
66,50066,EB CORNWALL AV FS LARCH ST,CORNWALL AV @ LARCH ST,49.272599,-123.161677,1, ,0, 
68,50068,EB CORNWALL AV FS VINE ST,CORNWALL AV @ VINE ST,49.272523,-123.156918,1, ,0, 
69,50069,EB CORNWALL AV FS YEW ST,CORNWALL AV @ YEW ST,49.272486,-123.154532,1, ,0, 
70,50070,EB CORNWALL AV FS ARBUTUS ST,CORNWALL AV @ ARBUTUS ST,49.272448,-123.152173,1, ,0, 
71,50071,EB CORNWALL AV FS MAPLE ST,CORNWALL AV @ MAPLE ST,49.272410,-123.149788,1, ,0, 
72,50072,EB CORNWALL AV FS CYPRESS ST,CORNWALL AV @ CYPRESS ST,49.272372,-123.147374,1, ,0, 
73,50073,NB BURRARD ST FS PACIFIC ST,BURRARD ST @ PACIFIC ST,49.277097,-123.132036,1, ,0, 
74,50074,EB DAVIE ST FS BURRARD ST,DAVIE ST @ BURRARD ST,49.278802,-123.128957,1, ,0, 
75,50075,NB BURRARD ST NS DAVIE ST,BURRARD ST @ DAVIE ST,49.278892,-123.129255,1, ,0, 
76,50076,EB W PENDER ST FS BURRARD ST,W PENDER ST @ BURRARD ST,49.286266,-123.117606,1, ,0, 
77,50077,EB W PENDER ST NS GRANVILLE ST-,W PENDER ST @ GRANVILLE ST,49.284742,-123.115196,1, ,0, 
78,50078,EB W PENDER ST FS SEYMOUR ST,W PENDER ST @ SEYMOUR ST,49.283753,-123.113589,1, ,0, 
79,50079,EB W PENDER ST FS RICHARDS ST,W PENDER ST @ RICHARDS ST,49.283154,-123.112650,1, ,0, 
80,50080,EB W PENDER ST FS HAMILTON ST,W PENDER ST @ HAMILTON ST,49.281856,-123.110716,1, ,0, 
81,50081,SB CAMBIE ST NS DUNSMUIR ST,CAMBIE ST @ DUNSMUIR ST,49.280847,-123.111200,1, ,0, 
82,50082,SB CAMBIE ST FS W GEORGIA ST BAY 3,CAMBIE ST @ W GEORGIA ST BAY 3,49.279186,-123.113654,1, ,0, 
91,50091,WB W PENDER ST FS CARRALL ST,W PENDER ST @ CARRALL ST,49.280634,-123.104743,1, ,0, 
93,50093,WB W PENDER ST FS ABBOTT ST--,W PENDER ST @ ABBOTT ST,49.281208,-123.107946,1, ,0, 
95,50095,WB W PENDER ST FS RICHARDS ST,W PENDER ST @ RICHARDS ST,49.283663,-123.113074,1, ,0, 
96,50096,WB W PENDER ST NS GRANVILLE ST,W PENDER ST @ GRANVILLE ST,49.284579,-123.114571,1, ,0, 
97,50097,WB W PENDER ST FS HOWE ST,W PENDER ST @ HOWE ST,49.285523,-123.116055,1, ,0, 
98,50098,SB BURRARD ST FS DAVIE ST,BURRARD ST @ DAVIE ST,49.278937,-123.129554,1, ,0, 
101,50101,WB CORNWALL AV FS CYPRESS ST,CORNWALL AV @ CYPRESS ST,49.272552,-123.148203,1, ,0, 
102,50102,WB CORNWALL AV FS MAPLE ST,CORNWALL AV @ MAPLE ST,49.272589,-123.150629,1, ,0, 
103,50103,WB CORNWALL AV FS ARBUTUS ST,CORNWALL AV @ ARBUTUS ST,49.272618,-123.153002,1, ,0, 
104,50104,WB CORNWALL AV FS YEW ST,CORNWALL AV @ YEW ST,49.272656,-123.155374,1, ,0, 
105,50105,WB CORNWALL AV FS BALSAM ST,CORNWALL AV @ BALSAM ST,49.272732,-123.160078,1, ,0, 
106,50106,WB CORNWALL AV FS TRAFALGAR ST,CORNWALL AV @ TRAFALGAR ST,49.272770,-123.164850,1, ,0, 
107,50107,SB MACDONALD ST FS W 1 AV,MACDONALD ST @ W 1 AV,49.270763,-123.168305,1, ,0, 
108,50108,SB MACDONALD ST FS W 3 AV,MACDONALD ST @ W 3 AV,49.268967,-123.168373,1, ,0, 
109,50109,SB MACDONALD ST FS W 6 AV,MACDONALD ST @ W 6 AV,49.266350,-123.168489,1, ,0, 
110,50110,SB MACDONALD ST NS W BROADWAY,MACDONALD ST @ W BROADWAY,49.264227,-123.168324,1, ,0, 
111,50111,SB MACDONALD ST FS W 11 AV,MACDONALD ST @ W 11 AV,49.261966,-123.168361,1, ,0, 
112,50112,SB MACDONALD ST FS W 13 AV,MACDONALD ST @ W 13 AV,49.260189,-123.168402,1, ,0, 
113,50113,SB MACDONALD ST FS W 16 AV,MACDONALD ST @ W 16 AV,49.257307,-123.168498,1, ,0, 
114,50114,WB W 16 AV FS MACDONALD ST,W 16 AV @ MACDONALD ST,49.257818,-123.168750,1, ,0, 
115,50115,WB W 16 AV FS MACKENZIE ST,W 16 AV @ MACKENZIE ST,49.257856,-123.170865,1, ,0, 
116,50116,WB W 16 AV FS BALACLAVA ST,W 16 AV @ BALACLAVA ST,49.257907,-123.174619,1, ,0, 
118,50118,SB MACDONALD ST FS W 19 AV,MACDONALD ST @ W 19 AV,49.255223,-123.167877,1, ,0, 
119,50119,SB MACDONALD ST FS W 21 AV,MACDONALD ST @ W 21 AV,49.253446,-123.167891,1, ,0, 
120,50120,SB MACDONALD ST FS W 23 AV,MACDONALD ST @ W 23 AV,49.251614,-123.167918,1, ,0, 
121,50121,SB MACDONALD ST FS ALAMEIN AV,MACDONALD ST @ ALAMEIN AV,49.249791,-123.167945,1, ,0, 
122,50122,WB W KING EDWARD AV FS MACDONALD ST,W KING EDWARD AV @ MACDONALD ST,49.248423,-123.168220,1, ,0, 
123,50123,WB W KING EDWARD AV FS PUGET DR,W KING EDWARD AV @ PUGET DR,49.249510,-123.170111,1, ,0, 
124,50124,SB QUESNEL DR FS W KING EDWARD AV,QUESNEL DR @ W KING EDWARD AV,49.249622,-123.171996,1, ,0, 
125,50125,SB QUESNEL DR NS W 27 AV,QUESNEL DR @ W 27 AV,49.248222,-123.170833,1, ,0, 
126,50126,SB MACKENZIE ST FS W 29 AV,MACKENZIE ST @ W 29 AV,49.245836,-123.170314,1, ,0, 
127,50127,SB MACKENZIE ST FS W 31 AV,MACKENZIE ST @ W 31 AV,49.243922,-123.170313,1, ,0, 
128,50128,SB MACKENZIE ST FS W 33 AV,MACKENZIE ST @ W 33 AV,49.242054,-123.170326,1, ,0, 
129,50129,SB MACKENZIE ST FS W 35 AV,MACKENZIE ST @ W 35 AV,49.240149,-123.170366,1, ,0, 
130,50130,SB MACKENZIE ST FS W 37 AV,MACKENZIE ST @ W 37 AV,49.238253,-123.170366,1, ,0, 
131,50131,SB MACKENZIE ST FS W 39 AV,MACKENZIE ST @ W 39 AV,49.236303,-123.170378,1, ,0, 
132,50132,EB W 41 AV FS MACKENZIE ST,W 41 AV @ MACKENZIE ST,49.234646,-123.169918,1, ,0, 
134,50134,EB W 41 AV FS WILLOW ST,W 41 AV @ WILLOW ST,49.233656,-123.123446,1, ,0, 
135,50135,EB W 41 AV FS HEATHER ST,W 41 AV @ HEATHER ST,49.233538,-123.120262,1, ,0, 
136,59305,EB W 41 AV NS ASH ST,W 41 AV @ ASH ST,49.233466,-123.118069,1, ,0, 
139,50139,EB W 41 AV FS MANITOBA ST,W 41 AV @ MANITOBA ST,49.233138,-123.107688,1, ,0, 
140,50140,EB E 41 AV FS ONTARIO ST,E 41 AV @ ONTARIO ST,49.233063,-123.105195,1, ,0, 
141,50141,WB SE MARINE DR NS MAIN ST,SE MARINE DR @ MAIN ST,49.211174,-123.101939,1, ,0, 
142,50142,NB MAIN ST FS SE MARINE DR,MAIN ST @ SE MARINE DR,49.211438,-123.102062,1, ,0, 
144,59844,NB MAIN ST FS E 62 AV,MAIN ST @ E 62 AV,49.214731,-123.101891,1, ,0, 
146,50146,NB MAIN ST FS E 59 AV,MAIN ST @ E 59 AV,49.217025,-123.101814,1, ,0, 
147,50147,NB MAIN ST FS E 57 AV,MAIN ST @ E 57 AV,49.218738,-123.101743,1, ,0, 
150,50150,NB MAIN ST NS E 51 AV,MAIN ST @ E 51 AV,49.224024,-123.101533,1, ,0, 
151,50151,NB MAIN ST FS E 49 AV,MAIN ST @ E 49 AV,49.225920,-123.101491,1, ,0, 
152,59842,NB MAIN ST FS E 46 AV,MAIN ST @ E 46 AV,49.228766,-123.101389,1, ,0, 
154,50154,NB MAIN ST FS E 42 AV,MAIN ST @ E 42 AV,49.231981,-123.101341,1, ,0, 
155,50155,NB MAIN ST FS E 41 AV,MAIN ST @ E 41 AV,49.233393,-123.101417,1, ,0, 
157,50157,WB W 41 AV FS ONTARIO ST,W 41 AV @ ONTARIO ST,49.233234,-123.106009,1, ,0, 
158,50158,WB W 41 AV FS COLUMBIA ST,W 41 AV @ COLUMBIA ST,49.233419,-123.111158,1, ,0, 
160,50160,WB W 41 AV FS CAMBIE ST,W 41 AV @ CAMBIE ST,49.233696,-123.116756,1, ,0, 
161,50161,WB W 41 AV FS HEATHER ST,W 41 AV @ HEATHER ST,49.233854,-123.121280,1, ,0, 
162,50162,NB MAIN ST FS E 39 AV,MAIN ST @ E 39 AV,49.235699,-123.101513,1, ,0, 
163,50163,NB MAIN ST NS E 36 AV,MAIN ST @ E 36 AV,49.237989,-123.101465,1, ,0, 
165,50165,NB MAIN ST FS E 33 AV,MAIN ST @ E 33 AV,49.240776,-123.101329,1, ,0, 
166,50166,NB MAIN ST FS E 30 AV,MAIN ST @ E 30 AV,49.243565,-123.101212,1, ,0, 
167,50167,NB MAIN ST FS E 28 AV,MAIN ST @ E 28 AV,49.246026,-123.101105,1, ,0, 
170,59836,NB MAIN ST FS E 20 AV,MAIN ST @ E 20 AV,49.253256,-123.100765,1, ,0, 
171,59835,NB MAIN ST FS E 18 AV,MAIN ST @ E 18 AV,49.255070,-123.101002,1, ,0, 
173,59582,NB MAIN ST FS E 14 AV,MAIN ST @ E 14 AV,49.258725,-123.100989,1, ,0, 
174,50174,NB MAIN ST FS E 12 AV,MAIN ST @ E 12 AV,49.260473,-123.100846,1, ,0, 
176,50176,NB MAIN ST FS E BROADWAY,MAIN ST @ E BROADWAY,49.263190,-123.100741,1, ,0, 
177,50177,NB MAIN ST NS E 6 AV,MAIN ST @ E 6 AV,49.265341,-123.100646,1, ,0, 
178,50178,NB MAIN ST FS E 5 AV,MAIN ST @ E 5 AV,49.266690,-123.100641,1, ,0, 
179,50179,NB MAIN ST FS E 2 AV,MAIN ST @ E 2 AV,49.269389,-123.100496,1, ,0, 
180,50180,NB MAIN ST FS INDUSTRIAL AV,MAIN ST @ INDUSTRIAL AV,49.270766,-123.100396,1, ,0, 
181,50181,NB MAIN ST FS TERMINAL AV,MAIN ST @ TERMINAL AV,49.272991,-123.099801,1, ,0, 
182,50182,NB MAIN ST FS NATIONAL AV,MAIN ST @ NATIONAL AV,49.275225,-123.099706,1, ,0, 
184,50184,NB MAIN ST FS E GEORGIA ST,MAIN ST @ E GEORGIA ST,49.278844,-123.099635,1, ,0, 
185,53391,WB E HASTINGS ST NS MAIN ST,E HASTINGS ST @ MAIN ST,49.281425,-123.099258,1, ,0, 
186,50186,WB W HASTINGS ST FS CARRALL ST,W HASTINGS ST @ CARRALL ST,49.281619,-123.104668,1, ,0, 
188,50188,WB W HASTINGS ST FS HAMILTON ST,W HASTINGS ST @ HAMILTON ST,49.282816,-123.109841,1, ,0, 
189,50189,SB RICHARDS ST FS W HASTINGS ST,RICHARDS ST @ W HASTINGS ST,49.283912,-123.112262,1, ,0, 
190,50190,SB RICHARDS ST FS DUNSMUIR ST,RICHARDS ST @ DUNSMUIR ST,49.282227,-123.114813,1, ,0, 
191,50191,SB RICHARDS ST NS W GEORGIA ST,RICHARDS ST @ W GEORGIA ST,49.281384,-123.116082,1, ,0, 
192,50192,WB ROBSON ST FS RICHARDS ST,ROBSON ST @ RICHARDS ST,49.280415,-123.118153,1, ,0, 
193,59040,WB ROBSON ST NS GRANVILLE ST,ROBSON ST @ GRANVILLE ST,49.281210,-123.119402,1, ,0, 
195,50195,WB W 41 AV FS OAK ST,W 41 AV @ OAK ST,49.234087,-123.128475,1, ,0, 
196,50196,WB W 41 AV FS SELKIRK ST,W 41 AV @ SELKIRK ST,49.234182,-123.132959,1, ,0, 
197,50197,WB W 41 AV NS CARTIER ST,W 41 AV @ CARTIER ST,49.234316,-123.136943,1, ,0, 
198,50198,WB W 41 AV NS GRANVILLE ST,W 41 AV @ GRANVILLE ST,49.234399,-123.139355,1, ,0, 
199,50199,EB W 41 AV FS GRANVILLE ST,W 41 AV @ GRANVILLE ST,49.234236,-123.139164,1, ,0, 
200,50200,EB W 41 AV FS SELKIRK ST,W 41 AV @ SELKIRK ST,49.234009,-123.132918,1, ,0, 
201,50201,EB W 41 AV AT OSLER ST,W 41 AV @ OSLER ST,49.233873,-123.130031,1, ,0, 
202,56125,NB GRANVILLE ST FS W 41 AV,GRANVILLE ST @ W 41 AV,49.234627,-123.139479,1, ,0, 
203,50202,NB GRANVILLE ST FS W 40 AV,GRANVILLE ST @ W 40 AV,49.235648,-123.139445,1, ,0, 
204,50203,NB GRANVILLE ST FS W 38 AV,GRANVILLE ST @ W 38 AV,49.237407,-123.139349,1, ,0, 
205,50204,NB GRANVILLE ST FS W 36 AV,GRANVILLE ST @ W 36 AV,49.239257,-123.139254,1, ,0, 
206,50205,NB GRANVILLE ST FS W 34 AV,GRANVILLE ST @ W 34 AV,49.241162,-123.139186,1, ,0, 
207,50206,NB GRANVILLE ST FS MINTO CRES,GRANVILLE ST @ MINTO CRES,49.243095,-123.139091,1, ,0, 
208,50207,NB GRANVILLE ST FS N CONNAUGHT DR,GRANVILLE ST @ N CONNAUGHT DR,49.245720,-123.139041,1, ,0, 
209,50208,NB GRANVILLE ST FS NANTON AV,GRANVILLE ST @ NANTON AV,49.247698,-123.139028,1, ,0, 
210,50209,NB GRANVILLE ST FS W KING EDWARD AV,GRANVILLE ST @ W KING EDWARD AV,49.249803,-123.138948,1, ,0, 
211,50210,NB GRANVILLE ST FS BALFOUR AV,GRANVILLE ST @ BALFOUR AV,49.252192,-123.138870,1, ,0, 
212,50211,NB GRANVILLE ST FS MATTHEWS AV,GRANVILLE ST @ MATTHEWS AV,49.253431,-123.138797,1, ,0, 
213,50212,NB GRANVILLE ST FS W 16 AV,GRANVILLE ST @ W 16 AV,49.257333,-123.138635,1, ,0, 
214,50213,NB GRANVILLE ST FS W 14 AV,GRANVILLE ST @ W 14 AV,49.259192,-123.138594,1, ,0, 
215,50214,NB GRANVILLE ST FS W 12 AV,GRANVILLE ST @ W 12 AV,49.261070,-123.138525,1, ,0, 
217,50216,NB GRANVILLE ST FS W BROADWAY,GRANVILLE ST @ W BROADWAY,49.263869,-123.138423,1, ,0, 
218,50217,NB GRANVILLE ST FS W 7 AV,GRANVILLE ST @ W 7 AV,49.265619,-123.138354,1, ,0, 
229,50227,EB E CORDOVA ST FS CARRALL ST,E CORDOVA ST @ CARRALL ST,49.282296,-123.103859,1, ,0, 
230,50228,EB E CORDOVA ST NS MAIN ST,E CORDOVA ST @ MAIN ST,49.282207,-123.099873,1, ,0, 
231,50229,SB MAIN ST FS E HASTINGS ST,MAIN ST @ E HASTINGS ST,49.281049,-123.099798,1, ,0, 
232,50230,SB MAIN ST FS KEEFER ST,MAIN ST @ KEEFER ST,49.279199,-123.099854,1, ,0, 
234,50232,SB MAIN ST FS NATIONAL AV,MAIN ST @ NATIONAL AV,49.274659,-123.100123,1, ,0, 
235,50233,SB MAIN ST NS TERMINAL AV,MAIN ST @ TERMINAL AV,49.273018,-123.100207,1, ,0, 
236,50234,SB MAIN ST NS E 1 AV,MAIN ST @ E 1 AV,49.270299,-123.100841,1, ,0, 
238,50236,SB MAIN ST FS E 5 AV--,MAIN ST @ E 5 AV,49.266142,-123.100990,1, ,0, 
239,50237,SB MAIN ST NS E 8 AV,MAIN ST @ E 8 AV,49.263863,-123.101125,1, ,0, 
240,50238,SB MAIN ST FS E BROADWAY,MAIN ST @ E BROADWAY,49.262633,-123.101171,1, ,0, 
242,50240,SB MAIN ST FS E 12 AV,MAIN ST @ E 12 AV,49.259916,-123.101276,1, ,0, 
243,50241,SB MAIN ST FS E 14 AV,MAIN ST @ E 14 AV,49.258112,-123.101264,1, ,0, 
244,50242,SB MAIN ST FS E 16 AV,MAIN ST @ E 16 AV,49.256297,-123.101347,1, ,0, 
245,58307,SB MAIN ST FS E 18 AV,MAIN ST @ E 18 AV,49.254395,-123.100972,1, ,0, 
246,50244,SB MAIN ST FS E 20 AV,MAIN ST @ E 20 AV,49.252425,-123.101051,1, ,0, 
247,50245,SB MAIN ST FS E 22 AV,MAIN ST @ E 22 AV,49.250684,-123.101108,1, ,0, 
248,50246,SB MAIN ST FS E KING EDWARD AV,MAIN ST @ E KING EDWARD AV,49.248496,-123.101202,1, ,0, 
249,50247,SB MAIN ST NS E 28 AV,MAIN ST @ E 28 AV,49.246135,-123.101336,1, ,0, 
250,50248,SB MAIN ST FS E 30 AV,MAIN ST @ E 30 AV,49.242999,-123.101492,1, ,0, 
251,50249,SB MAIN ST FS E 33 AV,MAIN ST @ E 33 AV,49.240219,-123.101597,1, ,0, 
252,50250,SB MAIN ST FS E 36 AV,MAIN ST @ E 36 AV,49.237867,-123.101703,1, ,0, 
255,50253,EB E 41 AV NS MAIN ST,E 41 AV @ MAIN ST,49.232918,-123.101753,1, ,0, 
256,59041,SB MAIN ST FS E 41 AV,MAIN ST @ E 41 AV,49.232819,-123.101630,1, ,0, 
257,50255,SB MAIN ST FS E 43 AV,MAIN ST @ E 43 AV,49.230622,-123.101562,1, ,0, 
258,50256,SB MAIN ST FS E 46 AV,MAIN ST @ E 46 AV,49.228198,-123.101641,1, ,0, 
260,50258,SB MAIN ST FS E 51 AV,MAIN ST @ E 51 AV,49.223459,-123.101801,1, ,0, 
261,50259,SB MAIN ST FS E 54 AV,MAIN ST @ E 54 AV,49.220779,-123.101905,1, ,0, 
262,50260,SB MAIN ST FS E 56 AV,MAIN ST @ E 56 AV,49.219029,-123.101975,1, ,0, 
263,59538,SB MAIN ST FS E 59 AV,MAIN ST @ E 59 AV,49.216553,-123.102074,1, ,0, 
265,50263,SB MAIN ST FS E 62 AV,MAIN ST @ E 62 AV,49.213852,-123.102172,1, ,0, 
266,50264,SB MAIN ST FS E 63 AV,MAIN ST @ E 63 AV,49.212968,-123.102221,1, ,0, 
267,50265,EB E 65 AV FS MAIN ST,E 65 AV @ MAIN ST,49.211685,-123.101752,1, ,0, 
271,50268,EB UNIVERSITY BLVD FS ALLISON RD,UNIVERSITY BLVD @ ALLISON RD,49.266758,-123.241913,1, ,0, 
273,50270,EB UNIVERSITY BLVD AT 5500 BLOCK,UNIVERSITY BLVD @ 5500 BLOCK,49.265841,-123.236334,1, ,0, 
274,50271,EB UNIVERSITY BLVD AT 5100 BLOCK,UNIVERSITY BLVD @ 5100 BLOCK,49.263575,-123.223304,1, ,0, 
275,50272,NB BLANCA ST FS W 10 AV,BLANCA ST @ W 10 AV,49.264207,-123.215069,1, ,0, 
276,50273,BLANCA LOOP,BUS STOP @ BLANCA LOOP,49.265153,-123.215592,1, ,0, 
277,50274,EB W 10 AV FS BLANCA ST,W 10 AV @ BLANCA ST,49.263826,-123.214781,1, ,0, 
278,50275,EB W 10 AV FS TOLMIE ST,W 10 AV @ TOLMIE ST,49.263782,-123.211691,1, ,0, 
279,50276,EB W 10 AV FS SASAMAT ST,W 10 AV @ SASAMAT ST,49.263739,-123.208695,1, ,0, 
280,50277,EB W 10 AV FS TRIMBLE ST,W 10 AV @ TRIMBLE ST,49.263695,-123.205659,1, ,0, 
281,50278,EB W 10 AV FS DISCOVERY ST,W 10 AV @ DISCOVERY ST,49.263642,-123.202582,1, ,0, 
282,50279,EB W 10 AV FS COURTENAY ST,W 10 AV @ COURTENAY ST,49.263598,-123.199640,1, ,0, 
283,50280,EB W 10 AV FS CAMOSUN ST,W 10 AV @ CAMOSUN ST,49.263546,-123.196536,1, ,0, 
284,50281,EB W 10 AV FS CROWN ST,W 10 AV @ CROWN ST,49.263529,-123.193473,1, ,0, 
285,50282,EB W 10 AV AT WALLACE ST,W 10 AV @ WALLACE ST,49.263476,-123.190396,1, ,0, 
286,50283,EB W 10 AV FS HIGHBURY ST,W 10 AV @ HIGHBURY ST,49.263423,-123.187374,1, ,0, 
287,50284,WB W 41 AV FS GRANVILLE ST,W 41 AV @ GRANVILLE ST,49.234415,-123.140019,1, ,0, 
288,50285,WB W 41 AV FS MARGUERITE ST,W 41 AV @ MARGUERITE ST,49.234490,-123.145127,1, ,0, 
289,50286,WB W 41 AV FS ANGUS DR,W 41 AV @ ANGUS DR,49.234535,-123.148067,1, ,0, 
291,50288,WB W 41 AV FS MAPLE ST,W 41 AV @ MAPLE ST,49.234603,-123.152456,1, ,0, 
292,50289,WB W 41 AV FS WEST BOULEVARD,W 41 AV @ W BOULEVARD,49.234656,-123.155938,1, ,0, 
293,50290,WB W 41 AV FS VINE ST,W 41 AV @ VINE ST,49.234724,-123.159989,1, ,0, 
294,50291,WB W 41 AV FS LARCH ST,W 41 AV @ LARCH ST,49.234759,-123.163146,1, ,0, 
295,50292,WB W 41 AV FS MACDONALD ST,W 41 AV @ MACDONALD ST,49.234800,-123.167454,1, ,0, 
296,50293,WB W 41 AV FS MACKENZIE ST,W 41 AV @ MACKENZIE ST,49.234789,-123.170651,1, ,0, 
297,50294,WB W 41 AV FS CARNARVON ST,W 41 AV @ CARNARVON ST,49.234807,-123.173469,1, ,0, 
298,50295,WB W 41 AV FS BALACLAVA ST,W 41 AV @ BALACLAVA ST,49.234816,-123.176152,1, ,0, 
299,50296,WB W 41 AV FS BLENHEIM ST,W 41 AV @ BLENHEIM ST,49.234833,-123.179119,1, ,0, 
300,50297,WB W 41 AV FS COLLINGWOOD ST,W 41 AV @ COLLINGWOOD ST,49.234839,-123.182424,1, ,0, 
301,50298,NB DUNBAR ST FS W 41 AV,DUNBAR ST @ W 41 AV,49.235030,-123.185189,1, ,0, 
302,50299,NB DUNBAR ST FS W 39 AV,DUNBAR ST @ W 39 AV,49.236726,-123.185134,1, ,0, 
303,50300,NB DUNBAR ST FS W 38 AV,DUNBAR ST @ W 38 AV,49.238020,-123.185117,1, ,0, 
304,50301,NB DUNBAR ST FS W 36 AV,DUNBAR ST @ W 36 AV,49.239788,-123.185117,1, ,0, 
